comparison,u_family,double_family,route,allocation,ratio,metric,u_mean_gap,double_mean_gap,required_u_gap,criterion_applicable,criterion_passed,criterion
positive_vs_double_near_zero,u_positive,double_near_zero,direct,global,0.0,accuracy,0.0,0.0,0.0,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,global,0.0,nll,0.0,0.0,0.0,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,global,0.0,ece,0.0,0.0,0.0,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,global,0.001,accuracy,0.3237767584097859,0.3237767584097859,0.25902140672782875,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,global,0.001,nll,0.1493557983901158,0.1492474012373055,0.11939792098984442,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,global,0.001,ece,-0.10372753118756634,-0.10387944634116765,-0.08310355707293413,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,global,0.005,accuracy,0.3237767584097859,0.3237767584097859,0.25902140672782875,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,global,0.005,nll,0.1493557983901158,0.1492558784030993,0.11940470272247945,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,global,0.005,ece,-0.10372753118756634,-0.10372526680771875,-0.08298021344617501,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,global,0.01,accuracy,0.3237767584097859,0.3237767584097859,0.25902140672782875,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,global,0.01,nll,0.1493557983901158,0.14922549206455915,0.11938039365164732,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,global,0.01,ece,-0.10372753118756634,-0.10374278239312157,-0.08299422591449726,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,global,0.02,accuracy,0.3237767584097859,0.3237767584097859,0.25902140672782875,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,global,0.02,nll,0.14935537550700914,0.1492267534227911,0.11938140273823289,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,global,0.02,ece,-0.10372712024361547,-0.10375298053506071,-0.08300238442804858,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,global,0.05,accuracy,0.3237767584097859,0.3237767584097859,0.25902140672782875,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,global,0.05,nll,0.14933540193586173,0.1492822143599528,0.11942577148796224,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,global,0.05,ece,-0.10373858844136218,-0.10360351106011802,-0.08288280884809442,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,global,0.1,accuracy,0.3237767584097859,0.3237767584097859,0.25902140672782875,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,global,0.1,nll,0.1493494186880756,0.14914713806788857,0.11931771045431086,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,global,0.1,ece,-0.10372225366824815,-0.10352685437668269,-0.08282148350134616,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,global,0.2,accuracy,0.3237767584097859,0.3237767584097859,0.25902140672782875,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,global,0.2,nll,0.14933597706600066,0.14941065494164782,0.11952852395331826,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,global,0.2,ece,-0.10374855967254414,-0.10353084501190345,-0.08282467600952276,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,global,0.3,accuracy,0.3237767584097859,0.3237767584097859,0.25902140672782875,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,global,0.3,nll,0.14938004526796692,0.14985552733188742,0.11988442186550995,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,global,0.3,ece,-0.10363704740477625,-0.10351105442887935,-0.08280884354310349,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,layer_balanced,0.0,accuracy,0.0,0.0,0.0,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,layer_balanced,0.0,nll,0.0,0.0,0.0,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,layer_balanced,0.0,ece,0.0,0.0,0.0,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,layer_balanced,0.001,accuracy,0.3237767584097859,0.3241590214067278,0.25932721712538226,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,layer_balanced,0.001,nll,0.14929910997549692,0.1500296922861983,0.12002375382895865,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,layer_balanced,0.001,ece,-0.10425266476129331,-0.10352389382825034,-0.08281911506260027,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,layer_balanced,0.005,accuracy,0.32262996941896027,0.32492354740061163,0.25993883792048933,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,layer_balanced,0.005,nll,0.150882604153149,0.15021976400223713,0.12017581120178972,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,layer_balanced,0.005,ece,-0.103885009367594,-0.10402106103792587,-0.0832168488303407,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,layer_balanced,0.01,accuracy,0.32301223241590216,0.32262996941896027,0.25810397553516823,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,layer_balanced,0.01,nll,0.152866884701478,0.1515970512632201,0.12127764101057609,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,layer_balanced,0.01,ece,-0.10479973989794615,-0.10370917539054154,-0.08296734031243325,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,layer_balanced,0.02,accuracy,0.3249235474006116,0.3237767584097859,0.25902140672782875,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,layer_balanced,0.02,nll,0.1561818881364773,0.1545380189650285,0.1236304151720228,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,layer_balanced,0.02,ece,-0.1019203820659727,-0.10373303899161551,-0.08298643119329241,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,layer_balanced,0.05,accuracy,0.3237767584097859,0.32301223241590216,0.25840978593272174,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,layer_balanced,0.05,nll,0.1641397344956704,0.16197088205850815,0.12957670564680654,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,layer_balanced,0.05,ece,-0.10255754541739313,-0.10288207747346158,-0.08230566197876926,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,layer_balanced,0.1,accuracy,0.3211009174311927,0.32721712538226294,0.2617737003058104,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,layer_balanced,0.1,nll,0.1722596573674715,0.1758363560662357,0.14066908485298857,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,layer_balanced,0.1,ece,-0.10000461405902716,-0.09594665246648744,-0.07675732197318996,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,layer_balanced,0.2,accuracy,0.31422018348623854,0.3237767584097859,0.25902140672782875,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,layer_balanced,0.2,nll,0.17525634716410157,0.19701822124854507,0.15761457699883608,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,layer_balanced,0.2,ece,-0.10027478365569724,-0.08736381874151478,-0.06989105499321183,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,layer_balanced,0.3,accuracy,0.31077981651376146,0.32301223241590216,0.25840978593272174,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,layer_balanced,0.3,nll,0.15806937466065088,0.20762066679810165,0.16609653343848133,True,False,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,direct,layer_balanced,0.3,ece,-0.10017573263174495,-0.08242048761013589,-0.06593639008810871,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,global,0.0,accuracy,0.0,0.0,0.0,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,global,0.0,nll,0.0,0.0,0.0,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,global,0.0,ece,0.0,0.0,0.0,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,global,0.001,accuracy,0.33562691131498473,0.33562691131498473,0.2685015290519878,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,global,0.001,nll,0.17150999218316618,0.17150999218316618,0.13720799374653295,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,global,0.001,ece,-0.09722702278701051,-0.09722702278701051,-0.07778161822960841,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,global,0.005,accuracy,0.33562691131498473,0.33562691131498473,0.2685015290519878,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,global,0.005,nll,0.17150999218316618,0.17150999218316618,0.13720799374653295,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,global,0.005,ece,-0.09722702278701051,-0.09722702278701051,-0.07778161822960841,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,global,0.01,accuracy,0.33562691131498473,0.33562691131498473,0.2685015290519878,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,global,0.01,nll,0.17150999218316618,0.17150999218316618,0.13720799374653295,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,global,0.01,ece,-0.09722702278701051,-0.09722702278701051,-0.07778161822960841,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,global,0.02,accuracy,0.33562691131498473,0.33562691131498473,0.2685015290519878,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,global,0.02,nll,0.17150999218316618,0.17150999218316618,0.13720799374653295,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,global,0.02,ece,-0.09722702278701051,-0.09722702278701051,-0.07778161822960841,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,global,0.05,accuracy,0.33562691131498473,0.33562691131498473,0.2685015290519878,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,global,0.05,nll,0.17150999218316618,0.17150999218316618,0.13720799374653295,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,global,0.05,ece,-0.09722702278701051,-0.09722702278701051,-0.07778161822960841,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,global,0.1,accuracy,0.33562691131498473,0.33562691131498473,0.2685015290519878,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,global,0.1,nll,0.17150999218316618,0.17150999218316618,0.13720799374653295,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,global,0.1,ece,-0.09722702278701051,-0.09722702278701051,-0.07778161822960841,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,global,0.2,accuracy,0.33562691131498473,0.3360091743119267,0.2688073394495413,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,global,0.2,nll,0.17150999218316618,0.1714027447438021,0.13712219579504167,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,global,0.2,ece,-0.09722702278701051,-0.09605472430740193,-0.07684377944592155,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,global,0.3,accuracy,0.33562691131498473,0.33562691131498473,0.2685015290519878,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,global,0.3,nll,0.17150999218316618,0.17119060880547268,0.13695248704437815,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,global,0.3,ece,-0.09722702278701051,-0.0967111639812681,-0.07736893118501448,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,layer_balanced,0.0,accuracy,0.0,0.0,0.0,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,layer_balanced,0.0,nll,0.0,0.0,0.0,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,layer_balanced,0.0,ece,0.0,0.0,0.0,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,layer_balanced,0.001,accuracy,0.33562691131498473,0.33562691131498473,0.2685015290519878,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,layer_balanced,0.001,nll,0.17139945464032139,0.17094727229634554,0.13675781783707644,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,layer_balanced,0.001,ece,-0.0964650047480976,-0.09649048786923768,-0.07719239029539016,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,layer_balanced,0.005,accuracy,0.3363914373088685,0.33639143730886856,0.26911314984709483,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,layer_balanced,0.005,nll,0.17268702232874134,0.17227201523766242,0.13781761219012995,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,layer_balanced,0.005,ece,-0.09596636176167106,-0.09520987942569385,-0.07616790354055508,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,layer_balanced,0.01,accuracy,0.3360091743119266,0.33868501529051986,0.2709480122324159,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,layer_balanced,0.01,nll,0.17335531006165605,0.1745587224169244,0.13964697793353953,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,layer_balanced,0.01,ece,-0.0939229839933603,-0.0930803837181647,-0.07446430697453175,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,layer_balanced,0.02,accuracy,0.3371559633027523,0.33486238532110085,0.2678899082568807,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,layer_balanced,0.02,nll,0.17482357989392874,0.17840757419209963,0.1427260593536797,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,layer_balanced,0.02,ece,-0.09339279770929969,-0.09249282915653405,-0.07399426332522724,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,layer_balanced,0.05,accuracy,0.33562691131498473,0.3398318042813456,0.27186544342507646,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,layer_balanced,0.05,nll,0.1755351435153856,0.18604250074526588,0.1488340005962127,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,layer_balanced,0.05,ece,-0.0931234551177735,-0.08923270403718682,-0.07138616322974946,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,layer_balanced,0.1,accuracy,0.33486238532110096,0.33906727828746175,0.2712538226299694,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,layer_balanced,0.1,nll,0.16519912598876776,0.19434117104299933,0.15547293683439947,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,layer_balanced,0.1,ece,-0.0936089225668567,-0.0908490515353431,-0.07267924122827449,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,layer_balanced,0.2,accuracy,0.3318042813455658,0.3337155963302752,0.26697247706422017,True,True,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,layer_balanced,0.2,nll,0.1276361206802753,0.20049271434089824,0.16039417147271862,True,False,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,layer_balanced,0.2,ece,-0.10109026702344803,-0.08708838670524521,-0.06967070936419617,False,,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,layer_balanced,0.3,accuracy,0.3256880733944954,0.33295107033639143,0.26636085626911316,True,True,u_gap>=0 and u_gap>=0.8*double_gap
