comparison,u_family,double_family,route,allocation,ratio,metric,u_mean_gap,double_mean_gap,required_u_gap,criterion_applicable,criterion_passed,criterion
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,layer_balanced,0.3,nll,0.07703436359717575,0.20261050542013362,0.1620884043361069,True,False,u_gap>=0 and u_gap>=0.8*double_gap
positive_vs_double_near_zero,u_positive,double_near_zero,pretrained,layer_balanced,0.3,ece,-0.10843470418337912,-0.08686484364892233,-0.06949187491913787,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,global,0.0,accuracy,0.0,0.0,0.0,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,global,0.0,nll,0.0,0.0,0.0,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,global,0.0,ece,0.0,0.0,0.0,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,global,0.001,accuracy,0.3237767584097859,0.3237767584097859,0.25902140672782875,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,global,0.001,nll,0.14936481240783628,0.1492474012373055,0.11939792098984442,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,global,0.001,ece,-0.10373271709561788,-0.10387944634116765,-0.08310355707293413,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,global,0.005,accuracy,0.3237767584097859,0.3237767584097859,0.25902140672782875,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,global,0.005,nll,0.1492960553969447,0.1492558784030993,0.11940470272247945,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,global,0.005,ece,-0.10371769396838616,-0.10372526680771875,-0.08298021344617501,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,global,0.01,accuracy,0.3237767584097859,0.3237767584097859,0.25902140672782875,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,global,0.01,nll,0.14934017399855715,0.14922549206455915,0.11938039365164732,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,global,0.01,ece,-0.10371355278632505,-0.10374278239312157,-0.08299422591449726,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,global,0.02,accuracy,0.3237767584097859,0.3237767584097859,0.25902140672782875,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,global,0.02,nll,0.1491790009428966,0.1492267534227911,0.11938140273823289,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,global,0.02,ece,-0.10354171558130337,-0.10375298053506071,-0.08300238442804858,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,global,0.05,accuracy,0.3237767584097859,0.3237767584097859,0.25902140672782875,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,global,0.05,nll,0.1491143589309596,0.1492822143599528,0.11942577148796224,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,global,0.05,ece,-0.10356071431056467,-0.10360351106011802,-0.08288280884809442,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,global,0.1,accuracy,0.3237767584097859,0.3237767584097859,0.25902140672782875,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,global,0.1,nll,0.14916688210647036,0.14914713806788857,0.11931771045431086,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,global,0.1,ece,-0.10427591734724473,-0.10352685437668269,-0.08282148350134616,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,global,0.2,accuracy,0.3237767584097859,0.3237767584097859,0.25902140672782875,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,global,0.2,nll,0.14914926419473204,0.14941065494164782,0.11952852395331826,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,global,0.2,ece,-0.10360047395062631,-0.10353084501190345,-0.08282467600952276,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,global,0.3,accuracy,0.3237767584097859,0.3237767584097859,0.25902140672782875,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,global,0.3,nll,0.14955569024479717,0.14985552733188742,0.11988442186550995,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,global,0.3,ece,-0.10389328739560676,-0.10351105442887935,-0.08280884354310349,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,layer_balanced,0.0,accuracy,0.0,0.0,0.0,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,layer_balanced,0.0,nll,0.0,0.0,0.0,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,layer_balanced,0.0,ece,0.0,0.0,0.0,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,layer_balanced,0.001,accuracy,0.32454128440366975,0.3241590214067278,0.25932721712538226,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,layer_balanced,0.001,nll,0.14860601153577868,0.1500296922861983,0.12002375382895865,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,layer_balanced,0.001,ece,-0.1024610195312541,-0.10352389382825034,-0.08281911506260027,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,layer_balanced,0.005,accuracy,0.3249235474006116,0.32492354740061163,0.25993883792048933,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,layer_balanced,0.005,nll,0.1499059835295065,0.15021976400223713,0.12017581120178972,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,layer_balanced,0.005,ece,-0.10239816140023462,-0.10402106103792587,-0.0832168488303407,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,layer_balanced,0.01,accuracy,0.3245412844036697,0.32262996941896027,0.25810397553516823,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,layer_balanced,0.01,nll,0.15171085863120692,0.1515970512632201,0.12127764101057609,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,layer_balanced,0.01,ece,-0.1027989851050189,-0.10370917539054154,-0.08296734031243325,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,layer_balanced,0.02,accuracy,0.3237767584097859,0.3237767584097859,0.25902140672782875,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,layer_balanced,0.02,nll,0.15487031880139576,0.1545380189650285,0.1236304151720228,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,layer_balanced,0.02,ece,-0.10189104692720667,-0.10373303899161551,-0.08298643119329241,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,layer_balanced,0.05,accuracy,0.3249235474006116,0.32301223241590216,0.25840978593272174,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,layer_balanced,0.05,nll,0.1633119578800799,0.16197088205850815,0.12957670564680654,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,layer_balanced,0.05,ece,-0.09940408117356518,-0.10288207747346158,-0.08230566197876926,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,layer_balanced,0.1,accuracy,0.3241590214067278,0.32721712538226294,0.2617737003058104,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,layer_balanced,0.1,nll,0.17166056862209186,0.1758363560662357,0.14066908485298857,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,layer_balanced,0.1,ece,-0.09704852493425671,-0.09594665246648744,-0.07675732197318996,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,layer_balanced,0.2,accuracy,0.3260703363914373,0.3237767584097859,0.25902140672782875,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,layer_balanced,0.2,nll,0.1956591355736831,0.19701822124854507,0.15761457699883608,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,layer_balanced,0.2,ece,-0.08686812894968715,-0.08736381874151478,-0.06989105499321183,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,layer_balanced,0.3,accuracy,0.32645259938837917,0.32301223241590216,0.25840978593272174,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,layer_balanced,0.3,nll,0.20855034363743727,0.20762066679810165,0.16609653343848133,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,direct,layer_balanced,0.3,ece,-0.08336344075376878,-0.08242048761013589,-0.06593639008810871,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,global,0.0,accuracy,0.0,0.0,0.0,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,global,0.0,nll,0.0,0.0,0.0,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,global,0.0,ece,0.0,0.0,0.0,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,global,0.001,accuracy,0.33562691131498473,0.33562691131498473,0.2685015290519878,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,global,0.001,nll,0.17150999218316618,0.17150999218316618,0.13720799374653295,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,global,0.001,ece,-0.09722702278701051,-0.09722702278701051,-0.07778161822960841,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,global,0.005,accuracy,0.33562691131498473,0.33562691131498473,0.2685015290519878,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,global,0.005,nll,0.17150999218316618,0.17150999218316618,0.13720799374653295,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,global,0.005,ece,-0.09722702278701051,-0.09722702278701051,-0.07778161822960841,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,global,0.01,accuracy,0.33562691131498473,0.33562691131498473,0.2685015290519878,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,global,0.01,nll,0.17150999218316618,0.17150999218316618,0.13720799374653295,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,global,0.01,ece,-0.09722702278701051,-0.09722702278701051,-0.07778161822960841,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,global,0.02,accuracy,0.33562691131498473,0.33562691131498473,0.2685015290519878,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,global,0.02,nll,0.17150999218316618,0.17150999218316618,0.13720799374653295,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,global,0.02,ece,-0.09722702278701051,-0.09722702278701051,-0.07778161822960841,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,global,0.05,accuracy,0.33562691131498473,0.33562691131498473,0.2685015290519878,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,global,0.05,nll,0.1714883827652771,0.17150999218316618,0.13720799374653295,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,global,0.05,ece,-0.0972292440169305,-0.09722702278701051,-0.07778161822960841,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,global,0.1,accuracy,0.33562691131498473,0.33562691131498473,0.2685015290519878,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,global,0.1,nll,0.17145658523664564,0.17150999218316618,0.13720799374653295,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,global,0.1,ece,-0.09722601800602054,-0.09722702278701051,-0.07778161822960841,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,global,0.2,accuracy,0.33562691131498473,0.3360091743119267,0.2688073394495413,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,global,0.2,nll,0.17123232066449043,0.1714027447438021,0.13712219579504167,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,global,0.2,ece,-0.09680029010309053,-0.09605472430740193,-0.07684377944592155,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,global,0.3,accuracy,0.33562691131498473,0.33562691131498473,0.2685015290519878,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,global,0.3,nll,0.17152381772659606,0.17119060880547268,0.13695248704437815,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,global,0.3,ece,-0.09652034260568519,-0.0967111639812681,-0.07736893118501448,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.0,accuracy,0.0,0.0,0.0,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.0,nll,0.0,0.0,0.0,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.0,ece,0.0,0.0,0.0,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.001,accuracy,0.33562691131498473,0.33562691131498473,0.2685015290519878,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.001,nll,0.17116973824821846,0.17094727229634554,0.13675781783707644,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.001,ece,-0.09578088111104875,-0.09649048786923768,-0.07719239029539016,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.005,accuracy,0.33868501529051986,0.33639143730886856,0.26911314984709483,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.005,nll,0.1740185988878985,0.17227201523766242,0.13781761219012995,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.005,ece,-0.09567947598017658,-0.09520987942569385,-0.07616790354055508,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.01,accuracy,0.3363914373088685,0.33868501529051986,0.2709480122324159,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.01,nll,0.17600587329368708,0.1745587224169244,0.13964697793353953,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.01,ece,-0.09343541449502236,-0.0930803837181647,-0.07446430697453175,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.02,accuracy,0.33639143730886856,0.33486238532110085,0.2678899082568807,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.02,nll,0.1814464701607322,0.17840757419209963,0.1427260593536797,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.02,ece,-0.09087680044100148,-0.09249282915653405,-0.07399426332522724,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.05,accuracy,0.3398318042813456,0.3398318042813456,0.27186544342507646,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.05,nll,0.18921511768383356,0.18604250074526588,0.1488340005962127,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.05,ece,-0.08523207331515169,-0.08923270403718682,-0.07138616322974946,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.1,accuracy,0.3413608562691131,0.33906727828746175,0.2712538226299694,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.1,nll,0.19621748812154893,0.19434117104299933,0.15547293683439947,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.1,ece,-0.08301757362372938,-0.0908490515353431,-0.07267924122827449,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.2,accuracy,0.3344801223241591,0.3337155963302752,0.26697247706422017,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.2,nll,0.20757211320990818,0.20049271434089824,0.16039417147271862,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.2,ece,-0.08312858817372848,-0.08708838670524521,-0.06967070936419617,False,,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.3,accuracy,0.3298929663608563,0.33295107033639143,0.26636085626911316,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.3,nll,0.21477598216190982,0.20261050542013362,0.1620884043361069,True,True,u_gap>=0 and u_gap>=0.8*double_gap
signed_symmetric_near_zero,u_signed,double_near_zero,pretrained,layer_balanced,0.3,ece,-0.08072483324601279,-0.08686484364892233,-0.06949187491913787,False,,u_gap>=0 and u_gap>=0.8*double_gap
