route,source_seed,source_pruning_experiment_id,method,score_source,direction,allocation,ratio,mask_index,seed,eligible_count,eligible_tensor_count,pruned_count,actual_ratio,accuracy,nll,ece,examples,baseline_accuracy,baseline_nll,baseline_ece,accuracy_drop,accuracy_change,nll_change,ece_change,base_restored,evaluation_reused,provenance_id
direct,1234,stage-b-sst2-direct-pruning-seed1234,double_near_zero,double,near_zero,global,0.0,0,1234,123568128,49,0,0.0,0.819954128440367,0.5458835959434509,0.11188451638995184,872.0,0.819954128440367,0.5458835959434509,0.11188451638995184,0.0,0.0,0.0,0.0,True,True,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1234,stage-b-sst2-direct-pruning-seed1234,double_near_zero,double,near_zero,global,0.001,0,1234,123568128,49,123568,0.000999998964134182,0.819954128440367,0.5460723042488098,0.11196866037394188,872.0,0.819954128440367,0.5458835959434509,0.11188451638995184,0.0,0.0,0.00018870830535888672,8.414398399003709e-05,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1234,stage-b-sst2-direct-pruning-seed1234,double_near_zero,double,near_zero,global,0.005,0,1234,123568128,49,617840,0.0049999948206709095,0.819954128440367,0.5459942932522625,0.11192022845717503,872.0,0.819954128440367,0.5458835959434509,0.11188451638995184,0.0,0.0,0.00011069730881152484,3.5712067223192534e-05,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1234,stage-b-sst2-direct-pruning-seed1234,double_near_zero,double,near_zero,global,0.01,0,1234,123568128,49,1235681,0.009999997734043522,0.819954128440367,0.546017956706362,0.11189115711271241,872.0,0.819954128440367,0.5458835959434509,0.11188451638995184,0.0,0.0,0.0001343607629110677,6.640722760575812e-06,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1234,stage-b-sst2-direct-pruning-seed1234,double_near_zero,double,near_zero,global,0.02,0,1234,123568128,49,2471362,0.019999995468087044,0.819954128440367,0.5460017826579032,0.11189943602518998,872.0,0.819954128440367,0.5458835959434509,0.11188451638995184,0.0,0.0,0.00011818671445229523,1.4919635238141993e-05,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1234,stage-b-sst2-direct-pruning-seed1234,double_near_zero,double,near_zero,global,0.05,0,1234,123568128,49,6178406,0.049999996762919316,0.819954128440367,0.546161320778208,0.11189319674488823,872.0,0.819954128440367,0.5458835959434509,0.11188451638995184,0.0,0.0,0.000277724834757076,8.68035493639674e-06,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1234,stage-b-sst2-direct-pruning-seed1234,double_near_zero,double,near_zero,global,0.1,0,1234,123568128,49,12356812,0.09999999352583863,0.819954128440367,0.5461483027683486,0.11186377867989511,872.0,0.819954128440367,0.5458835959434509,0.11188451638995184,0.0,0.0,0.0002647068248976536,-2.073771005672853e-05,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1234,stage-b-sst2-direct-pruning-seed1234,double_near_zero,double,near_zero,global,0.2,0,1234,123568128,49,24713625,0.19999999514437897,0.819954128440367,0.5460239095151971,0.11197553799751142,872.0,0.819954128440367,0.5458835959434509,0.11188451638995184,0.0,0.0,0.00014031357174615344,9.102160755958266e-05,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1234,stage-b-sst2-direct-pruning-seed1234,double_near_zero,double,near_zero,global,0.3,0,1234,123568128,49,37070438,0.29999999676291933,0.819954128440367,0.5458701783363972,0.11205621203456545,872.0,0.819954128440367,0.5458835959434509,0.11188451638995184,0.0,0.0,-1.3417607053756164e-05,0.00017169564461361198,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1234,stage-b-sst2-direct-pruning-seed1234,double_near_zero,double,near_zero,layer_balanced,0.0,0,1234,123568128,49,0,0.0,0.819954128440367,0.5458835959434509,0.11188451638995184,872.0,0.819954128440367,0.5458835959434509,0.11188451638995184,0.0,0.0,0.0,0.0,True,True,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1234,stage-b-sst2-direct-pruning-seed1234,double_near_zero,double,near_zero,layer_balanced,0.001,0,1234,123568128,49,123557,0.0009999099444154402,0.819954128440367,0.545952451065046,0.1100350323054331,872.0,0.819954128440367,0.5458835959434509,0.11188451638995184,0.0,0.0,6.885512159504614e-05,-0.0018494840845187377,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1234,stage-b-sst2-direct-pruning-seed1234,double_near_zero,double,near_zero,layer_balanced,0.005,0,1234,123568128,49,617835,0.004999954357162391,0.8188073394495413,0.5458353280747702,0.11365788024817097,872.0,0.819954128440367,0.5458835959434509,0.11188451638995184,0.0011467889908256534,-0.0011467889908256534,-4.826786868072919e-05,0.0017733638582191347,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1234,stage-b-sst2-direct-pruning-seed1234,double_near_zero,double,near_zero,layer_balanced,0.01,0,1234,123568128,49,1235670,0.009999908714324782,0.8153669724770642,0.5449061922797369,0.11321870625068997,872.0,0.819954128440367,0.5458835959434509,0.11188451638995184,0.004587155963302725,-0.004587155963302725,-0.000977403663714016,0.001334189860738133,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1234,stage-b-sst2-direct-pruning-seed1234,double_near_zero,double,near_zero,layer_balanced,0.02,0,1234,123568128,49,2471353,0.019999922633771712,0.819954128440367,0.5421893308195499,0.11012053595511673,872.0,0.819954128440367,0.5458835959434509,0.11188451638995184,0.0,0.0,-0.0036942651239010305,-0.0017639804348351107,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1234,stage-b-sst2-direct-pruning-seed1234,double_near_zero,double,near_zero,layer_balanced,0.05,0,1234,123568128,49,6178401,0.0499999562994108,0.8153669724770642,0.5365150971423596,0.1109345438412519,872.0,0.819954128440367,0.5458835959434509,0.11188451638995184,0.004587155963302725,-0.004587155963302725,-0.009368498801091363,-0.00094997254869994,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1234,stage-b-sst2-direct-pruning-seed1234,double_near_zero,double,near_zero,layer_balanced,0.1,0,1234,123568128,49,12356803,0.0999999206915233,0.8188073394495413,0.5269768583938617,0.1061338188178278,872.0,0.819954128440367,0.5458835959434509,0.11188451638995184,0.0011467889908256534,-0.0011467889908256534,-0.01890673754958927,-0.005750697572124042,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1234,stage-b-sst2-direct-pruning-seed1234,double_near_zero,double,near_zero,layer_balanced,0.2,0,1234,123568128,49,24713618,0.19999993849546704,0.8165137614678899,0.5040100900405043,0.09973797874406032,872.0,0.819954128440367,0.5458835959434509,0.11188451638995184,0.0034403669724770714,-0.0034403669724770714,-0.041873505902946584,-0.01214653764589152,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1234,stage-b-sst2-direct-pruning-seed1234,double_near_zero,double,near_zero,layer_balanced,0.3,0,1234,123568128,49,37070433,0.2999999562994108,0.8119266055045872,0.498593331476964,0.09930404762237766,872.0,0.819954128440367,0.5458835959434509,0.11188451638995184,0.008027522935779796,-0.008027522935779796,-0.04729026446648693,-0.012580468767574182,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1337,stage-b-sst2-direct-pruning-seed1337,double_near_zero,double,near_zero,global,0.0,0,1337,123568128,49,0,0.0,0.8073394495412844,0.5593566448863493,0.1212729958458999,872.0,0.8073394495412844,0.5593566448863493,0.1212729958458999,0.0,0.0,0.0,0.0,True,True,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1337,stage-b-sst2-direct-pruning-seed1337,double_near_zero,double,near_zero,global,0.001,0,1337,123568128,49,123568,0.000999998964134182,0.8073394495412844,0.5594110371322807,0.12163925641856776,872.0,0.8073394495412844,0.5593566448863493,0.1212729958458999,0.0,0.0,5.4392245931400574e-05,0.0003662605726678647,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1337,stage-b-sst2-direct-pruning-seed1337,double_near_zero,double,near_zero,global,0.005,0,1337,123568128,49,617840,0.0049999948206709095,0.8073394495412844,0.5595196220306081,0.1212618485597381,872.0,0.8073394495412844,0.5593566448863493,0.1212729958458999,0.0,0.0,0.0001629771442588357,-1.1147286161805603e-05,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1337,stage-b-sst2-direct-pruning-seed1337,double_near_zero,double,near_zero,global,0.01,0,1337,123568128,49,1235681,0.009999997734043522,0.8073394495412844,0.5595801945673217,0.12126735768263353,872.0,0.8073394495412844,0.5593566448863493,0.1212729958458999,0.0,0.0,0.00022354968097237915,-5.638163266374896e-06,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1337,stage-b-sst2-direct-pruning-seed1337,double_near_zero,double,near_zero,global,0.02,0,1337,123568128,49,2471362,0.019999995468087044,0.8073394495412844,0.5595283461820095,0.12125242815555515,872.0,0.8073394495412844,0.5593566448863493,0.1212729958458999,0.0,0.0,0.00017170129566024261,-2.0567690344752698e-05,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1337,stage-b-sst2-direct-pruning-seed1337,double_near_zero,double,near_zero,global,0.05,0,1337,123568128,49,6178406,0.049999996762919316,0.8073394495412844,0.5593061564712349,0.12129760039765214,872.0,0.8073394495412844,0.5593566448863493,0.1212729958458999,0.0,0.0,-5.0488415114346985e-05,2.4604551752238635e-05,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1337,stage-b-sst2-direct-pruning-seed1337,double_near_zero,double,near_zero,global,0.1,0,1337,123568128,49,12356812,0.09999999352583863,0.8073394495412844,0.5594107265319299,0.12123587998189489,872.0,0.8073394495412844,0.5593566448863493,0.1212729958458999,0.0,0.0,5.408164558062811e-05,-3.711586400501066e-05,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1337,stage-b-sst2-direct-pruning-seed1337,double_near_zero,double,near_zero,global,0.2,0,1337,123568128,49,24713625,0.19999999514437897,0.8073394495412844,0.5593762307538899,0.12118127682504498,872.0,0.8073394495412844,0.5593566448863493,0.1212729958458999,0.0,0.0,1.9585867540583557e-05,-9.171902085491901e-05,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1337,stage-b-sst2-direct-pruning-seed1337,double_near_zero,double,near_zero,global,0.3,0,1337,123568128,49,37070438,0.29999999676291933,0.8073394495412844,0.5589000984616236,0.12111679945193665,872.0,0.8073394495412844,0.5593566448863493,0.1212729958458999,0.0,0.0,-0.00045654642472570117,-0.00015619639396324825,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1337,stage-b-sst2-direct-pruning-seed1337,double_near_zero,double,near_zero,layer_balanced,0.0,0,1337,123568128,49,0,0.0,0.8073394495412844,0.5593566448863493,0.1212729958458999,872.0,0.8073394495412844,0.5593566448863493,0.1212729958458999,0.0,0.0,0.0,0.0,True,True,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1337,stage-b-sst2-direct-pruning-seed1337,double_near_zero,double,near_zero,layer_balanced,0.001,0,1337,123568128,49,123557,0.0009999099444154402,0.8084862385321101,0.5583227192043164,0.12121892950337299,872.0,0.8073394495412844,0.5593566448863493,0.1212729958458999,-0.0011467889908256534,0.0011467889908256534,-0.0010339256820328657,-5.4066342526915e-05,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1337,stage-b-sst2-direct-pruning-seed1337,double_near_zero,double,near_zero,layer_balanced,0.005,0,1337,123568128,49,617835,0.004999954357162391,0.8084862385321101,0.5573985699666749,0.12100486149397527,872.0,0.8073394495412844,0.5593566448863493,0.1212729958458999,-0.0011467889908256534,0.0011467889908256534,-0.0019580749196743685,-0.00026813435192463153,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1337,stage-b-sst2-direct-pruning-seed1337,double_near_zero,double,near_zero,layer_balanced,0.01,0,1337,123568128,49,1235670,0.009999908714324782,0.8073394495412844,0.5537049021195928,0.12011520648716023,872.0,0.8073394495412844,0.5593566448863493,0.1212729958458999,0.0,0.0,-0.005651742766756507,-0.0011577893587396693,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1337,stage-b-sst2-direct-pruning-seed1337,double_near_zero,double,near_zero,layer_balanced,0.02,0,1337,123568128,49,2471353,0.019999922633771712,0.8084862385321101,0.5478872667758836,0.12051217664052793,872.0,0.8073394495412844,0.5593566448863493,0.1212729958458999,-0.0011467889908256534,0.0011467889908256534,-0.011469378110465667,-0.0007608192053719653,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1337,stage-b-sst2-direct-pruning-seed1337,double_near_zero,double,near_zero,layer_balanced,0.05,0,1337,123568128,49,6178401,0.0499999562994108,0.8084862385321101,0.5366928355956296,0.11239604904669886,872.0,0.8073394495412844,0.5593566448863493,0.1212729958458999,-0.0011467889908256534,0.0011467889908256534,-0.02266380929071965,-0.008876946799201035,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1337,stage-b-sst2-direct-pruning-seed1337,double_near_zero,double,near_zero,layer_balanced,0.1,0,1337,123568128,49,12356803,0.0999999206915233,0.8142201834862385,0.5128919416611347,0.10366066688110354,872.0,0.8073394495412844,0.5593566448863493,0.1212729958458999,-0.006880733944954032,0.006880733944954032,-0.046464703225214565,-0.017612328964796364,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1337,stage-b-sst2-direct-pruning-seed1337,double_near_zero,double,near_zero,layer_balanced,0.2,0,1337,123568128,49,24713618,0.19999993849546704,0.8119266055045872,0.47832749332856694,0.08962230320739151,872.0,0.8073394495412844,0.5593566448863493,0.1212729958458999,-0.004587155963302725,0.004587155963302725,-0.08102915155778234,-0.03165069263850839,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,1337,stage-b-sst2-direct-pruning-seed1337,double_near_zero,double,near_zero,layer_balanced,0.3,0,1337,123568128,49,37070433,0.2999999562994108,0.8084862385321101,0.4594859185568783,0.07343622179176484,872.0,0.8073394495412844,0.5593566448863493,0.1212729958458999,-0.0011467889908256534,0.0011467889908256534,-0.09987072632947097,-0.047836774054135056,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,2027,stage-b-sst2-direct-pruning-seed2027,double_near_zero,double,near_zero,global,0.0,0,2027,123568128,49,0,0.0,0.8165137614678899,0.5261339113936512,0.10554803269136448,872.0,0.8165137614678899,0.5261339113936512,0.10554803269136448,0.0,0.0,0.0,0.0,True,True,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,2027,stage-b-sst2-direct-pruning-seed2027,double_near_zero,double,near_zero,global,0.001,0,2027,123568128,49,123568,0.000999998964134182,0.8165137614678899,0.5262160023007918,0.10555337359551054,872.0,0.8165137614678899,0.5261339113936512,0.10554803269136448,0.0,0.0,8.209090714061951e-05,5.340904146056147e-06,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,2027,stage-b-sst2-direct-pruning-seed2027,double_near_zero,double,near_zero,global,0.005,0,2027,123568128,49,617840,0.0049999948206709095,0.8165137614678899,0.5261599969016303,0.10551667477076032,872.0,0.8165137614678899,0.5261339113936512,0.10554803269136448,0.0,0.0,2.6085507979112244e-05,-3.1357920604158096e-05,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,2027,stage-b-sst2-direct-pruning-seed2027,double_near_zero,double,near_zero,global,0.01,0,2027,123568128,49,1235681,0.009999997734043522,0.8165137614678899,0.5261669199264377,0.10559278374853598,872.0,0.8165137614678899,0.5261339113936512,0.10554803269136448,0.0,0.0,3.300853278653815e-05,4.47510571714993e-05,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,2027,stage-b-sst2-direct-pruning-seed2027,double_near_zero,double,near_zero,global,0.02,0,2027,123568128,49,2471362,0.019999995468087044,0.8165137614678899,0.5262311582855128,0.10563002878895422,872.0,0.8165137614678899,0.5261339113936512,0.10554803269136448,0.0,0.0,9.724689186163538e-05,8.199609758974269e-05,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,2027,stage-b-sst2-direct-pruning-seed2027,double_near_zero,double,near_zero,global,0.05,0,2027,123568128,49,6178406,0.049999996762919316,0.8165137614678899,0.5261274270644976,0.1051426874023309,872.0,0.8165137614678899,0.5261339113936512,0.10554803269136448,0.0,0.0,-6.48432915362207e-06,-0.00040534528903357625,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,2027,stage-b-sst2-direct-pruning-seed2027,double_near_zero,double,near_zero,global,0.1,0,2027,123568128,49,12356812,0.09999999352583863,0.8165137614678899,0.5264411038898547,0.10500385583277527,872.0,0.8165137614678899,0.5261339113936512,0.10554803269136448,0.0,0.0,0.0003071924962034789,-0.0005441768585892071,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,2027,stage-b-sst2-direct-pruning-seed2027,double_near_zero,double,near_zero,global,0.2,0,2027,123568128,49,24713625,0.19999999514437897,0.8165137614678899,0.5258094422997684,0.10495867157767114,872.0,0.8165137614678899,0.5261339113936512,0.10554803269136448,0.0,0.0,-0.0003244690938827288,-0.000589361113693343,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,2027,stage-b-sst2-direct-pruning-seed2027,double_near_zero,double,near_zero,global,0.3,0,2027,123568128,49,37070438,0.29999999676291933,0.8165137614678899,0.5251046886001158,0.10488310316465316,872.0,0.8165137614678899,0.5261339113936512,0.10554803269136448,0.0,0.0,-0.0010292227935353448,-0.000664929526711322,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,2027,stage-b-sst2-direct-pruning-seed2027,double_near_zero,double,near_zero,layer_balanced,0.0,0,2027,123568128,49,0,0.0,0.8165137614678899,0.5261339113936512,0.10554803269136448,872.0,0.8165137614678899,0.5261339113936512,0.10554803269136448,0.0,0.0,0.0,0.0,True,True,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,2027,stage-b-sst2-direct-pruning-seed2027,double_near_zero,double,near_zero,layer_balanced,0.001,0,2027,123568128,49,123557,0.0009999099444154402,0.8165137614678899,0.5250773002658415,0.10684067104046213,872.0,0.8165137614678899,0.5261339113936512,0.10554803269136448,0.0,0.0,-0.0010566111278096368,0.0012926383490976523,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,2027,stage-b-sst2-direct-pruning-seed2027,double_near_zero,double,near_zero,layer_balanced,0.005,0,2027,123568128,49,617835,0.004999954357162391,0.819954128440367,0.5255483573456423,0.10492339273614859,872.0,0.8165137614678899,0.5261339113936512,0.10554803269136448,-0.0034403669724770714,0.0034403669724770714,-0.0005855540480088628,-0.0006246399552158888,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,2027,stage-b-sst2-direct-pruning-seed2027,double_near_zero,double,near_zero,layer_balanced,0.01,0,2027,123568128,49,1235670,0.009999908714324782,0.8176605504587156,0.5260392992048089,0.10531656479829166,872.0,0.8165137614678899,0.5261339113936512,0.10554803269136448,-0.0011467889908256534,0.0011467889908256534,-9.461218884232458e-05,-0.00023146789307282312,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,2027,stage-b-sst2-direct-pruning-seed2027,double_near_zero,double,near_zero,layer_balanced,0.02,0,2027,123568128,49,2471353,0.019999922633771712,0.8153669724770642,0.5257508929032798,0.10808935574371907,872.0,0.8165137614678899,0.5261339113936512,0.10554803269136448,0.0011467889908256534,-0.0011467889908256534,-0.00038301849037136737,0.002541323052354591,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,2027,stage-b-sst2-direct-pruning-seed2027,double_near_zero,double,near_zero,layer_balanced,0.05,0,2027,123568128,49,6178401,0.0499999562994108,0.8176605504587156,0.5203209684802852,0.1128385908969512,872.0,0.8165137614678899,0.5261339113936512,0.10554803269136448,-0.0011467889908256534,0.0011467889908256534,-0.005812942913365982,0.007290558205586717,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,2027,stage-b-sst2-direct-pruning-seed2027,double_near_zero,double,near_zero,layer_balanced,0.1,0,2027,123568128,49,12356803,0.0999999206915233,0.8211009174311926,0.5120636791400953,0.10556842306504821,872.0,0.8165137614678899,0.5261339113936512,0.10554803269136448,-0.004587155963302725,0.004587155963302725,-0.014070232253555859,2.0390373683731866e-05,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
direct,2027,stage-b-sst2-direct-pruning-seed2027,double_near_zero,double,near_zero,layer_balanced,0.2,0,2027,123568128,49,24713618,0.19999993849546704,0.8153669724770642,0.5060493002790923,0.10025412563760971,872.0,0.8165137614678899,0.5261339113936512,0.10554803269136448,0.0011467889908256534,-0.0011467889908256534,-0.020084611114558837,-0.005293907053754765,True,False,fb3e818056fa36e82ec37ddba306e9d924d2676d054e28e37fe444bbe3b35bfa
